IDpole	OccurDate	Payment	IDclaim	Guarantee
90130925.100a	37972	897	209076	TPL
90160620.100a	38133	2687	1202472	TPL
189.101b	38029	972	1207146	TPL
70207917.102a	38343	2018	208670	TPL
90163360.100b	38169	590	11520	Other
90190346.100c	38239	728	12669	Theft
90128960.100a	38058	417	1205935	TPL
90154978.100a	38194	2385	203758	Damage
90150357.100a	37709	840	10840	Theft
90154904.102a	38036	1282	1207516	Windscreen
90176355.101a	37776	3562	200101	Damage
90147668.100a	37808	201	201422	Windscreen
90127496.100a	37717	1171	10536	TPL
90168122.100a	38322	933	7875	Theft
90146998.100a	38183	970	9033	Theft
90125269.101a	38108	9	1203787	TPL
90180312.100a	37682	698	9421	TPL
90119058.101b	37852	56	203835	Windscreen
70206317.10a	38329	321	1206931	Windscreen
90117972.102a	37717	0	13490	TPL
90193835.100a	38018	1339	1208135	Theft
90182214.100a	37724	29	11418	TPL
90181459.101a	38290	1226	208681	Damage
90191209.100a	37817	2155	201685	TPL
90148156.100b	37825	250	202938	Windscreen
90116851.101b	37726	3179	10796	TPL
90194768.100e	38070	0	1209821	Damage
90119459.101a	37869	1114	203760	Theft
90148234.101c	38136	765	1202586	TPL
90172030.100a	37919	897	206079	TPL
90124772.100a	37694	807	9620	TPL
90179519.100a	37845	0	202689	TPL
90184864.103b	37730	306	12211	Windscreen
90152865.100a	37774	988	202818	Windscreen
90110456.101a	38151	1293	1202023	Damage
90104979.102b	38123	220	1203627	Windscreen
90119166.101c	38111	813	1203666	Theft
90159906.100b	37864	104	203518	Windscreen
90163193.100a	38125	209	1203056	Windscreen
90169945.100a	37739	319	12129	Windscreen
90146406.100b	37859	897	203448	TPL
1005338.100b	38140	474	1202312	Windscreen
90144873.102b	38175	400	201711	TPL
90192002.100a	38169	534	11799	TPL
90147583.100a	37923	1873	206363	TPL
90146685.101a	37803	3075	201113	TPL
90157746.100a	37971	209	209449	Windscreen
90105206.101a	38026	72	1207694	TPL
90104530.101c	37944	60	207300	Windscreen
90194848.100a	38143	289	1202157	TPL
90131438.103a	37624	827	7093	TPL
90105278.101a	37706	629	10528	TPL
90105330.101b	37976	505	209264	TPL
90175904.100a	37702	322	10206	Windscreen
90149284.100a	38111	100	1203987	Windscreen
90140054.100b	37843	83	202578	Damage
90132870.100d	37845	897	202958	TPL
90113776.101a	38110	212	1204609	Windscreen
90159906.100b	38094	688	1204481	TPL
90154298.100b	37955	252	208526	Windscreen
90111595.101a	38339	1611	1208572	Damage
90180919.100b	38329	915	1207643	TPL
90139836.100a	37847	897	203074	TPL
90194820.100b	38097	770	1204097	Windscreen
90155975.100a	37964	316	209122	Windscreen
90134263.100a	37963	295	208559	TPL
90160808.100b	37703	362	10251	Windscreen
90163077.100b	37629	1121	11947	TPL
90165849.100a	37725	1822	13495	TPL
90187129.100b	38044	725	1206536	TPL
90113381.101a	37727	262	11408	Windscreen
90126029.100a	38342	536	203706	Windscreen
90149224.100a	37950	1037	207937	Damage
90106752.10c	37978	918	209115	TPL
90108888.101a	38205	835	1204749	Theft
90151252.100a	38091	2861	1204516	Damage
90144665.100a	38313	580	1203351	TPL
90135398.100b	37645	897	8065	TPL
90115959.100a	38175	2172	1208263	TPL
90119246.101a	38103	2215	1204014	TPL
90146053.101a	37765	149	13070	Windscreen
90125476.101a	37878	287	204881	Windscreen
1009103.100a	38028	1763	1207414	TPL
90145514.101a	38043	1787	1206683	Theft
90156523.100a	37858	897	204175	TPL
90131424.100a	38061	63	1205945	TPL
90145491.100a	38008	915	1208829	TPL
90120464.101a	38309	132	201036	Windscreen
90151533.100a	38028	151	1208292	Windscreen
90165964.100b	38159	913	1201586	TPL
90133733.100a	37942	0	207260	Damage
90166225.100b	37750	457	12461	TPL
90160346.101b	38254	321	13346	TPL
90145178.100a	38140	331	1203136	Windscreen
90125583.100c	37688	92	12423	Windscreen
90172082.102a	38166	326	1201298	TPL
90176104.101a	38183	516	7772	TPL
90146035.100c	37949	5254	207864	Damage
1005320.100a	38134	915	1202476	TPL
90189305.100a	38312	116	200805	Windscreen
90171163.100a	37686	1216	9344	TPL
10100159.101a	37997	194	1209632	Windscreen
557.100b	37777	88511	200026	TPL
90161362.100a	37693	528	9778	TPL
90119148.101a	37753	279	13457	Windscreen
90184868.100a	37623	608	7062	TPL
20100324.100a	38044	637	1207144	Windscreen
90138522.100a	37690	6943	9748	TPL
90182224.100a	38095	715	1204288	Damage
90155975.100a	38009	322	1209122	Windscreen
90150360.100a	38316	4456	207872	TPL
90100227.10a	38113	915	1203587	TPL
90180136.100c	38300	1210	1206159	TPL
60200081.100a	38275	915	1206150	TPL
90191338.100a	37857	359	203616	Windscreen
90128469.100b	38303	803	12144	TPL
90112034.102b	37723	89	10708	TPL
90182504.100a	37851	17	203110	TPL
90145631.100a	37773	509	13206	TPL
90148176.100a	37975	85	209341	TPL
60200419.10a	38304	153	1206216	TPL
90135254.100b	37665	0	8728	TPL
90128221.101a	37721	420	11398	Windscreen
90134437.100a	38181	159	1209542	Windscreen
90186836.100a	37899	59	205335	Windscreen
90147730.100b	38079	539	1208382	TPL
90151296.100b	37788	476	200459	TPL
90168723.100b	38066	915	1205961	TPL
90155691.100b	38285	489	201972	Windscreen
90188776.101a	37910	10198	205592	TPL
90148945.100a	37976	56	209893	TPL
90155940.100b	37696	130	11241	Windscreen
90140558.100c	38318	679	12985	Theft
90111234.10a	37718	582	10775	TPL
90154166.100b	38318	100	10952	Damage
90148793.101a	37952	1191	208054	TPL
90132870.100b	37781	897	200388	TPL
90167973.100a	38309	5919	207965	Theft
90103228.10a	38154	915	1202539	TPL
90153345.101a	37921	37	206488	TPL
90133582.100a	38122	191	1203191	TPL
90190388.100a	37831	289	202775	Windscreen
90168425.100a	38243	1830	1206671	TPL
90148429.101a	38341	2298	209174	TPL
90154875.100a	38191	231	208487	Windscreen
90117168.101a	38156	102	1202055	Windscreen
90193799.100b	38107	343	1203872	TPL
90127521.101a	37651	291	7902	TPL
90111675.100a	38322	101	201966	Windscreen
90187950.100b	37658	1121	9589	TPL
90181870.100b	38135	739	1203180	Windscreen
90190726.101a	38222	668	13128	Theft
70200050.101b	38284	4379	9633	Theft
90158065.100a	38239	225	203807	TPL
90111138.101a	38306	73	209330	Windscreen
80201171.101a	37702	418	9906	TPL
90192757.100a	37695	64	10175	TPL
90153212.100a	38168	67	1201212	TPL
90156384.100b	38102	1937	1204260	Damage
90187391.100b	38221	308	9991	TPL
90133462.100a	37751	303	12821	Windscreen
90167747.100d	38346	199	1205645	TPL
90150390.100a	37906	368	205253	Windscreen
90111511.101a	38189	706	1204124	Theft
90149207.100a	37754	1825	12944	Theft
90176293.101a	37839	561	202826	TPL
90113950.101a	38219	178	208870	Damage
90133026.100a	37762	713	12616	TPL
90140557.100b	38189	897	207324	TPL
90179470.100a	38017	5661	1208144	Damage
70100204.101b	37831	761	202460	Damage
90108074.101a	37733	945	11490	TPL
1005218.100a	37936	362	207254	Windscreen
90180715.101b	38206	4731	1205092	TPL
90178863.101a	37814	3973	201578	Damage
90111234.10a	38303	3774	1204761	TPL
90113441.102a	37830	240	202196	Windscreen
90165686.100a	38099	315	1204373	TPL
90133346.100a	38238	64	202880	Windscreen
90155250.101a	38307	472	203021	Windscreen
80100263.10b	37764	2399	13139	Theft
90144799.101a	37720	897	11479	TPL
90163218.100b	37708	1663	10514	TPL
90116755.101a	38295	838	9779	Theft
90151951.100a	38252	571	9912	Windscreen
90175828.101a	37916	0	206145	Damage
90124876.102a	38308	635	200788	TPL
1007654.100a	38043	188	1207165	Windscreen
90154564.100b	38029	221	1207335	Windscreen
90133830.100b	38121	285	1203165	TPL
90194843.100a	37738	766	11851	TPL
90158372.100b	37950	1402	207462	Theft
90126988.100b	37811	296	201828	Windscreen
90141297.100a	37955	722	208091	Damage
90139544.100a	37734	9440	11660	Damage
90109660.101b	38183	897	209412	TPL
90167308.100a	37645	225	7545	TPL
90148244.100a	38229	3424	1206843	TPL
90104445.101b	38184	3137	12990	TPL
90107872.101a	37860	897	203516	TPL
90151422.100b	38087	320	1209315	Windscreen
90164976.100a	38008	338	1208839	Windscreen
90130077.100a	37869	179	204092	Windscreen
90127327.101a	38238	25	12532	TPL
90163218.100a	38100	137	1204521	Windscreen
90170530.100a	37719	190	10729	TPL
90152138.101b	38058	673	1205983	TPL
90132912.100b	37800	1927	201132	Theft
90155668.100a	37960	2627	208245	Theft
90133993.100a	37798	81	201371	Windscreen
30100217.10a	38051	326	1206718	Windscreen
90148889.100a	37709	1014	10385	Damage
20100120.10b	37938	7621	207016	TPL
90130889.100a	37741	299	12783	Damage
90187772.102a	37699	2331	10016	TPL
90158968.100a	38093	269	1205027	Windscreen
90167836.100a	38166	2022	1201467	TPL
90111453.10a	38127	508	1202864	Damage
90152082.101b	38253	584	200337	Theft
90146210.100c	37684	897	9340	TPL
90155918.102a	37735	897	11622	TPL
90185837.100a	38050	363	1206510	Windscreen
90105524.101a	38304	1767	205510	TPL
10100096.101a	37941	2627	207188	Other
90148490.100a	38251	249	1203624	Windscreen
90110902.101b	38085	1525	1204709	TPL
90154045.100b	38183	5261	10060	Fire
90150408.100a	38307	57	1205079	Other
90158844.100b	38233	1292	202284	Theft
90103328.102a	37643	875	7629	TPL
90190579.100a	37663	813	8267	Theft
90157995.100c	38050	915	1206863	TPL
90160037.100b	37677	164	9327	Windscreen
90149450.100a	38089	172	1205000	Windscreen
90104008.101b	37815	263	201630	TPL
90144724.100a	37902	204	205454	Windscreen
90124579.101b	37732	290	11212	TPL
90109710.101c	37682	554	9350	TPL
90154613.100a	37680	293	9099	Windscreen
90151344.100a	37774	152	200550	Windscreen
90109171.101a	38315	4288	1206085	Theft
90133450.100a	37688	798	9608	Theft
90110914.102a	37892	762	205366	TPL
60200072.100b	37637	1531	7449	Damage
90111572.101b	37778	100	200162	Damage
90164571.101a	37957	5099	209611	TPL
90115958.101a	37702	82	9922	Windscreen
90135225.100a	37973	825	208886	Damage
90191953.100a	38104	308	1203737	Windscreen
90100195.10a	38115	86	1203605	Windscreen
70100099.100a	37769	173	13255	Windscreen
90153058.100a	38043	207	1206759	Windscreen
90133978.100a	37787	947	200492	TPL
90157502.100b	38167	1008	1201679	TPL
1006914.100a	37977	534	209640	Windscreen
90165232.101c	38102	201	1204591	Windscreen
90190436.100a	38185	525	206447	Windscreen
90125679.100a	38324	524	1201667	Windscreen
90170929.100a	38252	5909	1202117	Theft
90160899.101b	37742	324	11891	Windscreen
50200024.101a	38316	195	208867	TPL
90156871.100b	38285	2179	8711	TPL
90133601.100c	37880	897	204265	TPL
1003373.101a	37946	5099	207475	TPL
90171827.100a	38023	208	1207743	TPL
90146774.100b	38226	108	13375	Windscreen
90149001.100a	37786	445	200463	TPL
90133004.100a	38307	2058	1209609	TPL
90132051.100a	38069	3041	1205338	Damage
90139516.101a	38273	372	207281	Windscreen
90148145.100c	38204	129	1204188	TPL
90104129.101b	38260	2452	12863	TPL
90133147.100a	38072	561	1205950	Windscreen
90149052.100a	38302	102	1207109	Windscreen
90140556.100a	37979	2627	209300	Damage
90151769.100a	38170	5728	8569	TPL
90111652.101a	38051	593	1206094	TPL
90113038.101a	38294	73	1209307	Windscreen
90106282.10a	37900	10703	205690	TPL
90106315.101a	38329	594	1205782	Damage
90148928.101a	37927	68	206983	Windscreen
90158615.100a	38327	151	1207073	Windscreen
90165232.101b	38096	516	1205476	TPL
90133244.100c	37945	226	207484	Windscreen
90128584.102a	38021	244	1208017	Windscreen
90146274.100a	37777	897	200645	TPL
70202817.103a	38343	5220	1205434	TPL
90159526.100a	37672	199	8747	Windscreen
90145355.101c	37860	719	203767	Damage
90108309.100a	38292	7958	205300	TPL
90146919.100c	37699	1226	9866	TPL
90181917.100a	38326	0	1208603	Other
90156336.100b	37870	83	204611	Damage
90159947.100a	38303	438	201351	Windscreen
90131434.100a	38195	101	11672	Other
90103664.100a	37723	1121	11361	TPL
90158465.101a	37687	78	11255	Windscreen
60100079.10a	38205	286	12168	Windscreen
200.101a	38286	2818	9731	Fire
90180177.101b	37871	897	204162	TPL
90149502.100a	38328	566	206603	TPL
90132902.100b	37672	1121	9299	TPL
1003304.100a	37642	1540	7465	Theft
90148444.101a	37949	377	207973	Windscreen
90156702.100a	38016	915	1208271	TPL
90148944.100a	38159	113	1202356	Windscreen
90147622.100a	38239	360	204434	Windscreen
90105798.101a	37751	318	12254	TPL
90147630.101a	37857	389	203499	TPL
90153990.100b	37733	197	11756	Windscreen
90125469.101a	37753	416	12591	TPL
90152945.101b	38067	410	1205456	Windscreen
90163218.100a	37874	134	204521	Windscreen
90157745.100b	38207	68	200253	Other
90153496.101a	37733	16824	11671	TPL
90130899.100a	37874	1472	208643	Damage
90190901.100b	37750	1121	11996	TPL
90107374.101a	37804	450	201292	TPL
90160985.100c	38173	3108	206290	Damage
90128179.101a	37726	209	11581	Windscreen
90188071.100a	38092	487	1204339	TPL
90145212.100a	38226	661	200739	TPL
90121358.101a	37860	1966	203458	TPL
90151207.100a	37951	154	209671	TPL
90157897.100b	38151	253	1201784	TPL
90184825.100a	37699	667	10210	Windscreen
90124561.101b	38156	285	1203072	Windscreen
90157324.100a	37907	317	205381	Windscreen
90129355.101b	38076	57	1205500	TPL
23.101a	38019	6073	1208009	Theft
80100016.101b	38176	915	1206866	TPL
90152137.100a	38029	2344	1207465	TPL
90157068.100a	38255	897	201868	TPL
90108066.101a	37813	85	201355	Damage
90180489.100a	37847	893	204144	Damage
90127085.100a	38115	71	1203728	Theft
90151846.100a	38346	3773	8535	TPL
90176003.100a	38254	563	1208816	Windscreen
90127066.101b	37895	222	205481	Windscreen
90156863.101a	37908	112	205889	Damage
90130892.100a	37918	897	206288	TPL
90152300.100c	37809	155	201514	Windscreen
90132237.100b	38019	306	1208745	Windscreen
90168689.100a	37732	505	11775	Windscreen
90148793.101a	38021	1215	1208054	TPL
90159045.101c	38062	915	1205669	TPL
90133791.100a	38117	150	1203320	Windscreen
90108349.100a	37913	1459	206234	TPL
90194172.100a	38234	351	200623	Windscreen
90176564.101a	38064	563	1205984	TPL
40100295.101b	37989	374	1209953	Windscreen
90132248.100a	37958	897	208361	TPL
90113963.101a	38255	2762	202861	TPL
90157313.100b	38148	207	1202227	TPL
90161277.100a	37758	1437	12737	Windscreen
90139539.100a	37975	897	209663	TPL
90161611.100a	37843	676	203851	Theft
90110722.100a	37889	17261	204856	Damage
90186819.100a	37715	73	10503	Damage
90169099.100a	37714	2387	10637	Damage
90158035.101b	37913	634	205578	TPL
90179837.100a	38292	739	9452	TPL
90155710.100b	38272	312	10653	Windscreen
90152926.100a	38259	496	207476	Windscreen
90108376.100a	37710	7635	11040	TPL
90168286.100a	37840	614	202718	Damage
90147617.102a	37753	213	12593	Windscreen
90132960.100a	38053	172	1206345	Windscreen
90182094.100a	37705	35	10783	Damage
90145185.100a	37844	152	203353	Windscreen
90139819.100b	37956	785	208044	TPL
90184926.100a	38316	525	10445	Other
90157860.100b	38344	256	13422	Windscreen
90168887.100a	38348	257	202987	TPL
90109581.101a	38215	373	1208308	Windscreen
90128697.101a	37753	2842	12401	TPL
90162751.100a	37801	96	201127	Windscreen
90179203.100b	38306	31	201438	TPL
20100490.10a	37948	190	208094	Windscreen
90104301.101a	37808	897	201149	TPL
90178771.100a	38176	0	1206354	Damage
90108289.100a	38172	897	207871	TPL
90166471.100a	38212	897	208083	TPL
90132271.100c	38143	915	1202315	TPL
90107860.103a	37972	123	209660	Windscreen
90149061.100a	37978	610	209761	Windscreen
90131694.100a	37733	0	11268	Theft
90157711.100a	38128	656	1202892	TPL
90108027.102a	38337	249	12910	Windscreen
90116166.101a	37958	318	208221	Windscreen
90145673.100b	37623	2541	6967	TPL
90145177.101c	38305	150	11113	Windscreen
90105419.101a	37639	368	7387	Windscreen
90114134.101a	38040	399	1208212	Windscreen
90172149.100a	37957	370	208107	Windscreen
90108261.101c	38189	897	12899	TPL
90156043.100a	38186	1473	200329	Damage
90181854.100a	38328	194	1207004	Windscreen
90124994.101a	38023	915	1207711	TPL
90188384.100a	37672	1059	8933	TPL
90141453.100a	37649	542	8069	Fire
90149951.100a	38023	3058	1207799	TPL
90108572.101b	38214	2572	1207828	TPL
90160065.100a	37774	1696	200023	Damage
70201117.101a	38303	164	204863	Windscreen
90144617.100a	38318	1415	12666	TPL
90192894.100a	38340	418	1204120	Damage
40200973.100b	37713	3655	10479	Damage
20200297.102b	37623	659	7196	Windscreen
90175972.100a	37890	897	204798	TPL
90132515.100a	37775	0	200043	Other
90128969.101a	38149	497	1202078	TPL
90133546.100a	38299	1095	200163	Damage
90113742.102a	38309	741	202027	TPL
90107155.101a	38262	915	1206760	TPL
90168220.100a	37779	1466	200153	TPL
90135270.100a	37709	388	10410	Windscreen
90145208.101b	37656	733	8274	TPL
80100008.102a	37848	2704	202921	Other
90118458.101a	37780	307	200275	TPL
90179575.100a	37852	550	203262	TPL
90175995.100b	37647	8567	7504	TPL
90180670.101a	37631	325	7318	TPL
90128381.101a	38056	921	1205827	TPL
90131622.100c	38132	166	1202915	TPL
90146674.100a	38189	95	204829	Windscreen
90148581.100a	38275	185	1202360	Windscreen
90172859.100a	38261	281	12115	Windscreen
90166392.101a	37654	704	8623	Windscreen
90141072.101b	38035	4006	1207158	Damage
90125167.101b	38022	0	1208730	TPL
90134032.100a	37839	241	202552	Windscreen
90191338.100a	38117	366	1203616	Windscreen
90112582.101b	37731	340	11319	Windscreen
90146458.102a	37746	1036	12142	TPL
10200537.101b	37661	2345	8283	Damage
90161070.100b	37952	75	208279	Damage
90103932.101a	37779	550	200035	TPL
90127788.101b	38007	915	1208710	TPL
90145713.100a	37718	707	11043	TPL
90129758.101a	37631	2857	9233	TPL
90157709.100a	37749	1324	12164	TPL
90128805.100b	38057	581	1206297	Windscreen
90156535.100b	37922	532	206608	Windscreen
90165853.100a	38219	465	13394	TPL
90111864.100a	37966	175	209517	Other
90170237.101a	37866	421	204606	Windscreen
90158171.100a	37694	569	9862	TPL
90189500.100a	38074	128	1205330	Windscreen
90134797.100a	37665	766	8946	Windscreen
60100379.101b	37930	130	207590	Windscreen
90194534.100a	38015	97	1208334	Windscreen
90145477.101a	38302	301	1205282	TPL
90151242.100b	38223	3058	1207460	TPL
90156007.101a	37728	4904	10922	TPL
90108785.107a	38272	0	1205329	TPL
90164475.100b	38049	915	1208831	TPL
90160843.100a	38251	897	208880	TPL
90149994.101a	38349	2975	1204626	Theft
85254263.100a	38115	Waiting	1204071	TPL
90169813.100a	38285	554	205667	TPL
90107858.101a	38172	596	202457	TPL
90158947.100a	37652	1595	8185	Damage
90154307.101a	37897	0	205176	TPL
90147511.100a	38318	915	1209862	TPL
90169880.100a	38187	350	208628	Windscreen
90156690.100b	38092	34	1204657	Theft
80100244.10a	37943	313	208008	Windscreen
90145874.100a	37989	175	1209647	Windscreen
90186806.100a	38177	88	206405	Windscreen
90154080.101a	38162	44	1201773	TPL
90139226.100a	38227	812	201772	Theft
90128880.101a	38205	5261	10060	Fire
90193961.100b	38272	678	10238	Windscreen
90170786.101b	37687	3752	9329	Damage
90156044.100b	37836	153	202384	TPL
90167421.100a	37778	1838	200266	TPL
90185502.100b	37951	103	207996	TPL
90158781.100b	37934	273	206891	Windscreen
90141626.100a	38232	196	204852	Windscreen
90179561.101a	38188	508	1201572	Damage
90105741.101a	37698	2940	9899	TPL
90127265.101a	38171	3258	1204922	TPL
90145080.100a	37724	438	10872	Damage
90123956.101b	38116	1143	1203755	TPL
90124889.101a	38155	240	1201758	TPL
90147457.100a	38262	109	9602	Windscreen
40100150.101a	38208	141	8329	Windscreen
90144753.101d	37969	56	208995	TPL
90155848.100a	38283	0	1205043	TPL
90129274.101a	37937	4203	207164	TPL
90176799.100a	38268	226	10935	Windscreen
90120549.101a	38205	263	206803	Windscreen
90173104.100b	37853	429	203279	TPL
90133115.100a	37857	142	203146	TPL
90175828.101a	38094	479	1204817	Windscreen
90103976.102c	38039	260	1207424	Windscreen
90103543.10d	38126	185750	1204766	TPL
90165236.100a	37703	348	10289	Windscreen
90151660.100a	38224	1894	8621	Damage
90105868.10c	37774	849	200960	Theft
90165240.100c	37899	251	207321	Windscreen
90146098.100a	37629	244	7177	Windscreen
